Date,Input_Hoa_Binh,Yen_Bai,Vu_Quang,Evaporation,Demand,H_Up (m),Energy_demand,Qtu_(m3/s),Qbot_(m3/s),Qspill_(m3/s),Q_Sơn Tây,Q_Hà Nội,H Hà Nội
2077-10-15,1612.16,780.7,734.0,0.01,388.0,96.76,24587.53,1201.82,188.64,0.0,3598.51,2298.05,424.86
2077-10-16,1674.04,539.1,494.07,0.01,388.0,97.12,22513.99,1101.64,204.09,0.0,3541.73,1835.0,417.26
2077-10-17,1207.51,467.4,456.37,0.01,388.0,96.93,21392.49,1038.91,107.55,0.0,2789.97,1817.53,338.5
2077-10-18,1136.36,739.98,444.1,0.01,388.0,97.24,23348.47,1132.73,26.91,0.0,2359.27,2042.92,332.38
2077-10-19,1081.91,626.34,438.24,0.01,388.0,96.38,24291.03,1175.91,0.0,0.0,2663.54,1698.79,286.33
2077-10-20,1068.6,496.09,404.74,0.01,400.0,96.2,23064.28,1122.09,0.0,0.0,2394.88,1706.34,312.91
2077-10-21,1102.11,589.76,388.09,0.01,400.0,98.79,22003.54,1066.64,0.0,0.0,2882.61,1603.55,346.2
2077-10-22,1186.96,503.15,386.31,0.01,400.0,96.91,23305.08,1129.91,0.0,0.0,2380.86,1685.5,349.6
2077-10-23,1101.49,553.11,401.18,0.01,400.0,96.89,22152.87,1072.45,0.0,0.0,2289.98,1814.18,286.98
2077-10-24,1201.01,542.61,384.44,0.01,400.0,96.1,22886.43,1103.0,0.0,0.0,2355.87,1499.22,297.71
2077-10-25,1086.21,600.19,358.76,0.01,400.0,97.33,22908.48,1107.27,0.0,0.0,2090.0,1627.03,310.58
2077-10-26,1089.34,565.63,406.96,0.01,400.0,96.91,21729.85,1050.36,0.0,0.0,2117.6,1820.19,318.92
2077-10-27,991.93,545.33,396.31,0.01,400.0,99.08,22013.17,1064.55,0.0,0.0,2528.85,1564.46,287.96
2077-10-28,1974.52,873.94,644.58,0.01,400.0,98.69,24654.92,1188.91,44.55,0.0,2250.91,1707.4,321.78
2077-10-29,1404.16,755.45,211.77,0.01,400.0,97.44,25688.78,1238.09,86.36,0.0,2275.91,1565.57,314.97
2077-10-30,1054.74,834.14,561.98,0.01,400.0,99.84,25113.76,1210.73,70.82,0.0,2944.51,2026.16,339.92
2077-10-31,1076.09,585.93,615.99,0.01,174.0,98.91,25464.93,1227.27,339.55,0.0,3351.62,1907.03,370.18
2077-11-01,1333.13,764.81,238.43,0.01,174.0,97.83,25844.15,1256.64,177.91,0.0,3510.6,2522.01,368.22
2077-11-02,1124.74,793.79,481.96,0.01,174.0,95.97,25706.61,1237.73,161.45,0.0,3557.79,2624.83,341.4
2077-11-03,1604.93,363.97,538.68,0.01,174.0,100.09,27746.65,1342.73,381.55,0.0,2560.48,3194.07,354.55
2077-11-04,1738.19,479.23,208.41,0.01,174.0,96.78,26651.63,1291.18,600.45,0.0,2208.49,2798.72,376.86
2077-11-05,1275.46,253.29,446.69,0.01,174.0,96.46,26876.58,1300.91,485.0,0.0,4865.13,2752.17,366.47
2077-11-06,995.6,568.68,351.48,0.01,174.0,98.82,24013.58,1162.0,275.45,0.0,2956.53,2487.39,366.1
2077-11-07,828.35,772.0,1004.06,0.01,174.0,100.11,23046.94,1113.64,205.45,0.0,2721.91,1920.68,462.63
2077-11-08,1094.21,843.65,769.74,0.01,174.0,99.17,23314.5,1126.55,323.27,6.73,3830.19,2195.58,384.83
2077-11-09,1253.35,575.26,786.04,0.01,174.0,98.48,23806.45,1149.45,74.09,0.0,3052.43,1778.38,324.34
2077-11-10,1080.96,712.76,592.92,0.01,153.0,98.52,23964.31,1155.55,60.64,0.0,2766.77,1854.95,365.63
2077-11-11,850.95,348.48,324.04,0.01,153.0,98.72,22861.57,1104.82,128.0,0.0,3475.55,2155.45,308.29
2077-11-12,1025.68,314.7,378.47,0.01,153.0,98.62,22539.59,1089.0,100.91,0.0,2136.7,1385.75,369.87
2077-11-13,956.96,443.63,456.06,0.01,153.0,98.26,22102.65,1065.09,0.0,0.0,2700.46,1965.53,330.14
2077-11-14,791.03,449.04,281.99,0.01,153.0,98.12,22235.18,1087.45,0.0,0.0,2208.21,1879.82,297.73
2077-11-15,816.61,404.52,426.05,0.01,153.0,97.99,21439.51,1036.09,0.0,0.0,2170.2,1466.05,311.65
2077-11-16,779.75,259.45,352.61,0.01,153.0,97.45,19704.15,952.09,0.0,0.0,2514.72,948.88,226.61
2077-11-17,625.65,401.78,342.52,0.01,153.0,97.77,20453.6,987.55,0.0,0.0,2137.03,1250.71,238.53
2077-11-18,733.95,317.72,420.95,0.01,153.0,96.67,18108.54,877.18,0.0,0.0,2123.42,1635.22,234.8
2077-11-19,746.79,417.19,383.88,0.01,153.0,97.84,17836.99,862.64,0.0,0.0,2140.52,1322.97,276.48
2077-11-20,807.58,384.21,325.98,0.01,172.0,97.1,18380.64,890.0,0.0,0.0,1753.52,1137.73,318.29
2077-11-21,748.5,313.49,424.71,0.01,172.0,96.96,16477.74,797.82,0.0,0.0,1639.5,1199.19,327.4
2077-11-22,545.65,326.81,268.84,0.01,172.0,98.0,17108.34,828.55,0.0,0.0,1532.12,1329.75,275.08
2077-11-23,575.84,291.13,372.09,0.01,172.0,99.04,17639.42,853.55,0.0,0.0,1374.75,1260.46,266.97
2077-11-24,710.97,325.08,355.57,0.01,172.0,98.62,17679.41,858.55,0.0,0.0,2100.52,1172.99,209.29
2077-11-25,683.44,369.87,299.82,0.01,172.0,96.33,16073.83,780.36,0.0,0.0,1504.88,1155.86,240.51
2077-11-26,748.02,287.55,334.32,0.01,172.0,96.89,15957.42,775.55,0.0,0.0,1629.64,1141.19,233.85
2077-11-27,970.17,343.78,237.85,0.01,172.0,98.64,16033.8,775.82,0.0,0.0,1572.6,1067.59,234.72
2077-11-28,798.34,320.28,351.21,0.01,172.0,97.02,14906.1,734.09,0.0,0.0,1614.13,1276.43,242.2
2077-11-29,816.39,301.8,287.73,0.01,172.0,97.73,15742.38,758.73,0.0,0.0,1656.4,1092.44,232.22
2077-11-30,758.93,310.65,272.99,0.01,149.0,98.37,17317.54,839.27,0.0,0.0,1664.55,1218.97,192.16
2077-12-01,705.75,288.59,342.99,0.01,149.0,97.17,17557.73,790.64,0.0,0.0,1524.31,1242.53,259.47
2077-12-02,589.27,305.13,273.15,0.01,149.0,98.0,18524.11,852.18,0.0,0.0,1578.68,1183.56,214.37
2077-12-03,604.44,267.26,243.3,0.01,149.0,96.81,18696.86,851.82,0.0,0.0,1670.76,1088.79,247.21
2077-12-04,440.39,333.69,230.61,0.01,149.0,97.28,18167.47,820.36,0.0,0.0,1600.97,1182.12,289.98
2077-12-05,487.3,276.22,325.94,0.01,149.0,97.95,17479.4,792.09,0.0,0.0,1750.98,1132.47,224.61
2077-12-06,457.05,258.47,229.76,0.01,149.0,96.25,17308.29,771.55,0.0,0.0,1570.05,1048.26,187.73
2077-12-07,499.58,278.46,361.72,0.01,149.0,97.93,16165.79,742.27,0.0,0.0,1556.92,1101.06,231.49
2077-12-08,659.63,274.85,191.56,0.01,149.0,97.46,16894.44,776.0,0.0,0.0,1510.3,971.23,253.47
2077-12-09,385.68,261.75,341.75,0.01,149.0,97.94,15482.75,728.0,0.0,0.0,1544.82,1084.18,268.24
2077-12-10,545.57,288.87,287.97,0.01,149.0,97.57,17135.54,797.55,0.0,0.0,1428.72,999.74,206.05
2077-12-11,388.78,289.56,262.11,0.01,137.0,98.64,16861.03,791.36,0.0,0.0,1313.13,1004.96,235.1
2077-12-12,453.47,261.15,236.71,0.01,137.0,97.31,15379.04,696.73,0.0,0.0,1473.08,1025.57,218.37
2077-12-13,513.18,285.22,280.17,0.01,137.0,96.68,15700.0,707.82,0.0,0.0,1301.41,966.52,221.92
2077-12-14,600.23,300.46,254.96,0.01,137.0,97.24,15173.19,700.91,0.0,0.0,1332.78,1004.0,276.1
2077-12-15,479.59,187.0,285.52,0.01,137.0,97.66,14620.15,691.45,0.0,0.0,1493.82,966.87,195.17
2077-12-16,440.28,216.86,273.66,0.01,137.0,97.15,14262.4,692.0,0.0,0.0,1557.09,1045.62,227.58
2077-12-17,470.01,329.18,279.32,0.01,137.0,97.08,14587.41,691.0,0.0,0.0,1432.37,891.31,230.56
2077-12-18,494.75,325.5,247.53,0.01,137.0,96.29,13791.34,649.64,0.0,0.0,1437.17,985.08,239.37
2077-12-19,489.14,255.35,260.01,0.01,137.0,96.33,13614.08,632.27,0.0,0.0,1530.65,1067.89,216.55
2077-12-20,487.26,263.7,269.84,0.01,137.0,95.54,13921.07,629.27,0.0,0.0,1344.26,836.87,214.65
2077-12-21,481.48,247.08,198.8,0.01,137.0,98.76,14034.77,675.73,0.0,0.0,1524.02,859.4,201.01
2077-12-22,539.55,309.02,204.16,0.01,137.0,95.59,14457.75,686.09,0.0,0.0,1351.85,921.73,213.29
2077-12-23,500.41,266.6,261.84,0.01,137.0,96.12,13107.8,616.82,0.0,0.0,1189.27,932.24,207.04
2077-12-24,403.41,234.34,247.74,0.01,137.0,96.04,15100.84,710.45,0.0,0.0,1325.03,918.42,220.32
2077-12-25,457.38,210.41,255.62,0.01,137.0,97.76,13336.77,616.82,0.0,0.0,1345.38,939.36,204.57
2077-12-26,452.69,198.1,257.48,0.01,137.0,96.41,13660.33,620.55,0.0,0.0,1394.73,941.44,217.83
2077-12-27,584.26,293.92,291.53,0.01,137.0,98.12,14780.22,664.45,0.0,0.0,1334.16,949.27,206.51
2077-12-28,454.21,235.9,286.21,0.01,137.0,95.95,14904.51,672.64,0.0,0.0,1357.41,957.82,239.45
2077-12-29,458.3,205.72,247.5,0.01,137.0,96.96,14440.66,662.18,0.0,0.0,1251.74,940.82,217.98
2077-12-30,468.28,226.91,280.59,0.01,137.0,95.64,13708.91,623.18,0.0,0.0,1294.78,971.51,169.4
2077-12-31,480.18,218.23,224.63,0.0,137.0,99.06,12682.05,572.64,0.0,0.0,1200.23,1017.97,237.62
2078-01-01,451.98,214.38,318.4,0.0,56.0,96.05,9945.12,455.64,0.0,0.0,1151.28,835.88,198.12
2078-01-02,410.88,227.41,281.71,0.0,56.0,93.78,11741.04,543.64,0.0,0.0,1175.86,869.13,175.01
2078-01-03,497.18,226.59,266.59,0.0,56.0,94.72,13723.48,651.91,0.0,0.0,1204.94,902.05,215.91
2078-01-04,625.39,223.49,323.23,0.0,56.0,97.43,14582.03,690.36,0.0,0.0,1288.01,860.97,194.14
2078-01-05,469.48,278.3,280.68,0.0,56.0,97.43,15029.9,711.18,0.0,0.0,1280.55,782.95,150.73
2078-01-06,520.54,351.38,251.37,0.0,56.0,96.96,14929.04,708.73,11.82,0.0,1341.3,931.7,221.53
2078-01-07,1187.37,196.11,350.47,0.0,56.0,95.18,17254.44,824.18,198.18,0.0,1444.72,1162.57,195.92
2078-01-08,675.11,349.19,329.96,0.0,56.0,96.25,17154.87,823.0,62.55,0.0,1566.52,935.02,220.59
2078-01-09,477.21,374.53,245.55,0.0,56.0,96.23,17175.43,825.27,0.0,0.0,1729.32,1012.51,237.08
2078-01-10,543.84,295.61,269.68,0.0,56.0,94.6,15765.95,759.91,0.0,0.0,1804.78,982.1,225.02
2078-01-11,459.78,190.7,237.8,0.0,533.0,98.15,16094.87,774.0,0.0,0.0,1289.7,845.77,233.18
2078-01-12,452.57,238.96,228.01,0.0,533.0,97.23,15875.2,761.09,0.0,0.0,1163.45,966.34,195.38
2078-01-13,518.34,310.75,296.56,0.0,533.0,95.62,14875.25,711.36,0.0,0.0,1320.04,881.47,219.41
2078-01-14,382.59,236.21,325.71,0.0,533.0,95.91,16597.04,794.36,0.0,0.0,1600.21,914.15,196.86
2078-01-15,359.36,272.31,267.82,0.0,533.0,96.09,16086.5,755.0,0.0,0.0,1255.31,817.22,218.82
2078-01-16,445.88,304.42,427.09,0.0,533.0,92.66,15682.79,730.0,0.0,0.0,1554.07,887.59,217.08
2078-01-17,402.7,224.02,344.51,0.0,533.0,95.25,16561.27,785.91,0.0,0.0,1704.13,1024.23,190.84
2078-01-18,430.65,228.61,374.01,0.0,533.0,94.48,17269.96,820.18,0.0,0.0,1411.49,965.31,235.39
2078-01-19,404.6,157.98,363.17,0.0,533.0,93.86,18052.86,869.18,0.0,0.0,1649.61,1215.8,211.22
2078-01-20,375.43,202.74,334.09,0.0,1207.88,94.82,17090.2,841.45,0.0,0.0,1876.81,1008.78,237.68
2078-01-21,492.68,218.92,396.33,0.0,1230.04,97.89,17102.06,848.18,0.0,0.0,1514.71,1061.3,228.57
2078-01-22,416.57,199.47,330.14,0.0,1325.78,96.0,16542.71,814.18,0.0,0.0,1513.93,1115.09,252.76
2078-01-23,438.54,240.77,380.48,0.0,1223.45,94.01,14956.02,730.73,0.0,0.0,1454.73,894.8,214.21
2078-01-24,388.01,207.08,360.15,0.0,1420.16,95.7,17061.68,847.27,0.0,0.0,1342.08,866.69,209.38
2078-01-25,424.11,213.36,352.76,0.0,1320.02,96.91,17552.86,873.73,0.0,0.0,1426.56,902.32,214.59
2078-01-26,467.1,231.84,321.08,0.0,1301.31,96.04,17489.5,877.45,0.0,0.0,1369.24,1085.46,212.68
2078-01-27,404.76,258.47,328.58,0.0,1249.82,94.52,16034.4,825.27,0.0,0.0,1584.14,1009.44,235.29
2078-01-28,496.51,180.72,375.84,0.0,1284.74,93.23,16262.69,809.45,0.0,0.0,1384.23,1269.37,188.7
2078-01-29,402.79,227.67,415.31,0.0,1231.63,95.38,17877.36,905.73,0.0,0.0,1526.49,950.97,192.58
2078-01-30,449.89,221.14,345.18,0.0,1258.46,94.72,17047.96,830.64,0.0,0.0,1378.05,1077.53,202.55
2078-01-31,416.59,190.28,428.7,0.0,1542.08,95.51,17096.65,862.82,0.0,0.0,1660.86,1248.75,235.03
2078-02-01,489.18,206.31,501.02,0.0,1321.52,94.91,17908.7,894.82,0.0,0.0,1759.54,1323.1,248.69
2078-02-02,433.18,225.33,325.39,0.0,1443.66,95.5,18147.09,887.45,0.0,0.0,1319.15,1323.67,226.56
2078-02-03,390.77,208.53,481.1,0.0,1288.35,92.51,16357.64,800.91,0.0,0.0,1726.72,1242.48,226.63
2078-02-04,489.05,213.13,371.74,0.0,1343.09,95.69,16274.07,771.45,0.0,0.0,1849.71,1198.45,225.17
2078-02-05,381.33,202.12,463.72,0.0,1505.77,93.63,17311.92,822.09,0.0,0.0,1328.01,1109.33,240.25
2078-02-06,412.32,203.81,348.93,0.0,1311.37,96.67,17950.84,842.55,0.0,0.0,1899.16,1128.06,199.48
2078-02-07,309.9,207.15,259.04,0.0,1512.87,91.91,17177.21,832.64,0.0,0.0,1642.41,976.42,222.6
2078-02-08,337.72,220.73,234.16,0.0,1396.41,95.68,17791.12,869.64,0.0,0.0,1404.8,951.17,235.94
2078-02-09,374.8,184.7,360.12,0.0,1253.13,93.06,17047.91,814.09,0.0,0.0,1516.3,1023.84,223.58
2078-02-10,501.01,230.47,334.45,0.0,1351.34,91.63,14242.26,669.64,0.0,0.0,1603.91,1004.28,217.6
2078-02-11,453.31,168.56,255.32,0.0,1274.38,91.84,12513.88,608.64,0.0,0.0,1365.51,879.37,224.01
2078-02-12,403.63,191.17,346.19,0.0,1258.9,92.03,12485.52,605.45,0.0,0.0,1296.07,889.71,128.07
2078-02-13,376.02,198.32,250.87,0.0,1147.25,93.16,13797.13,703.09,0.0,0.0,1122.76,924.87,202.61
2078-02-14,276.13,194.49,333.4,0.0,1203.75,93.25,11917.68,594.55,0.0,0.0,1344.51,891.41,175.35
2078-02-15,339.88,177.03,272.05,0.0,1237.63,91.33,11125.77,581.0,0.0,0.0,1070.11,1091.32,148.76
2078-02-16,348.21,186.45,277.59,0.0,1223.94,92.21,12561.72,655.27,0.0,0.0,1212.97,768.75,203.06
2078-02-17,328.66,177.97,304.43,0.0,1241.61,96.06,12732.72,647.27,0.0,0.0,1105.2,863.28,222.1
2078-02-18,300.1,170.66,246.26,0.0,1212.1,95.23,12540.65,615.64,0.0,0.0,1145.85,828.3,191.53
2078-02-19,211.43,192.14,269.17,0.0,1114.49,92.69,13111.58,649.27,0.0,0.0,1392.6,681.21,211.11
2078-02-20,310.3,184.75,313.21,0.0,1196.53,91.82,11615.4,546.27,0.0,0.0,1391.46,844.88,224.89
2078-02-21,289.29,173.0,238.21,0.0,1128.13,91.92,11650.86,570.64,0.0,0.0,1197.75,797.6,213.41
2078-02-22,289.64,220.64,298.27,0.0,1151.68,92.77,11008.41,529.27,0.0,0.0,968.66,897.38,215.07
2078-02-23,327.58,198.84,214.44,0.0,1177.86,89.63,11384.16,562.45,0.0,0.0,1049.08,807.64,191.99
2078-02-24,328.69,194.01,268.26,0.0,1162.89,90.99,13282.16,654.0,0.0,0.0,1166.66,664.93,175.48
2078-02-25,327.58,183.86,336.46,0.0,1159.28,88.2,13698.61,680.45,0.0,0.0,1139.13,888.84,143.4
2078-02-26,282.53,160.89,183.46,0.01,1146.6,91.98,12262.88,597.27,0.0,0.0,1392.25,905.96,180.9
2078-02-27,306.37,172.4,261.79,0.01,1140.81,92.34,14011.09,669.36,0.0,0.0,1185.97,865.3,168.98
2078-02-28,324.16,187.85,336.55,0.01,1239.24,90.14,12757.68,630.55,0.0,0.0,1211.34,833.93,239.18
2078-03-01,329.57,185.44,278.06,0.01,1212.64,93.79,12509.01,581.82,0.0,0.0,1127.07,761.59,184.53
2078-03-02,300.22,167.18,307.17,0.01,771.0,88.6,12254.66,581.27,0.0,0.0,1126.86,786.06,186.59
2078-03-03,303.04,161.65,280.7,0.01,771.0,88.11,11893.16,578.27,0.0,0.0,1127.68,893.15,195.97
2078-03-04,254.17,186.67,318.41,0.01,771.0,91.08,11473.46,556.27,0.0,0.0,1207.91,971.09,186.4
2078-03-05,274.84,161.77,294.86,0.01,771.0,92.45,13519.65,636.45,0.0,0.0,1234.16,939.34,221.7
2078-03-06,390.03,166.45,317.11,0.01,771.0,93.45,13964.55,651.36,0.0,0.0,1099.8,785.59,171.66
2078-03-07,423.73,159.52,271.5,0.01,771.0,89.61,13834.71,665.73,0.0,0.0,1035.66,724.08,185.83
2078-03-08,334.68,158.04,277.89,0.01,771.0,92.16,12199.36,575.91,0.0,0.0,976.83,803.61,160.2
2078-03-09,381.76,175.46,240.21,0.01,771.0,90.17,12396.72,590.73,0.0,0.0,1086.37,630.82,143.32
2078-03-10,320.89,168.37,231.94,0.01,771.0,89.87,14353.18,691.82,0.0,0.0,989.94,747.19,154.3
2078-03-11,243.69,172.12,245.58,0.01,264.0,91.48,13130.79,634.27,0.0,0.0,952.9,738.74,170.94
2078-03-12,309.49,174.45,296.22,0.01,264.0,90.97,14019.97,737.64,0.0,0.0,1157.92,749.04,168.5
2078-03-13,327.64,150.27,262.58,0.01,264.0,87.21,14090.23,723.09,0.0,0.0,1423.56,698.32,167.64
2078-03-14,296.51,161.03,286.82,0.01,264.0,91.95,13468.06,687.82,0.0,0.0,1203.54,873.95,158.39
2078-03-15,385.62,146.9,358.62,0.01,264.0,91.64,13411.61,691.0,0.0,0.0,1246.08,794.33,184.96
2078-03-16,62.8,164.55,322.37,0.01,264.0,88.38,12714.13,649.09,0.0,0.0,1184.54,721.58,147.5
2078-03-17,437.2,183.61,269.52,0.01,264.0,89.94,13523.74,664.09,0.0,0.0,1166.7,646.71,204.96
2078-03-18,286.41,220.11,346.77,0.01,264.0,89.97,13412.82,654.36,0.0,0.0,1253.48,842.33,191.36
2078-03-19,314.02,239.53,283.73,0.01,264.0,89.46,14144.22,691.73,0.0,0.0,1241.2,1036.62,165.91
2078-03-20,420.49,164.23,235.52,0.01,293.0,88.13,12940.75,619.91,0.0,0.0,1213.67,1084.34,187.16
2078-03-21,145.06,248.19,264.42,0.01,293.0,87.85,13280.81,673.18,0.0,0.0,1246.71,839.27,175.74
2078-03-22,363.6,168.43,227.11,0.01,293.0,88.78,13090.56,667.73,0.0,0.0,1148.11,816.59,197.24
2078-03-23,290.35,169.2,295.92,0.01,293.0,90.59,14673.38,739.18,0.0,0.0,1279.38,897.96,221.21
2078-03-24,342.47,221.95,311.83,0.01,293.0,89.41,13565.95,706.27,0.0,0.0,1243.64,800.32,148.73
2078-03-25,278.76,217.79,359.29,0.01,293.0,87.81,14299.85,751.64,0.0,0.0,1225.15,935.15,201.42
2078-03-26,215.87,239.25,325.88,0.01,293.0,89.44,15468.58,810.64,0.0,0.0,1355.82,995.53,197.65
2078-03-27,245.68,241.83,302.56,0.01,293.0,83.66,14280.97,739.73,0.0,0.0,1255.7,1077.67,221.43
2078-03-28,349.78,191.79,340.56,0.01,293.0,89.59,14493.93,794.09,0.0,0.0,1348.24,965.37,210.83
2078-03-29,285.41,160.14,214.47,0.01,293.0,85.1,13717.91,746.64,0.0,0.0,1340.51,955.55,187.33
2078-03-30,187.2,172.59,315.2,0.01,269.0,86.95,12906.54,697.91,0.0,0.0,1433.03,851.28,192.75
2078-03-31,219.4,156.9,330.42,0.01,245.0,85.62,11365.62,608.55,0.0,0.0,1320.0,836.4,177.79
2078-04-01,225.11,224.05,242.19,0.01,245.0,85.17,11449.99,596.82,0.0,0.0,1174.56,835.4,213.06
2078-04-02,308.86,186.47,382.83,0.01,245.0,88.62,12927.49,658.55,0.0,0.0,1233.32,870.09,184.45
2078-04-03,258.92,170.04,322.7,0.01,245.0,86.2,12728.07,629.36,0.0,0.0,1309.04,945.16,237.29
2078-04-04,268.12,189.98,281.26,0.01,245.0,87.29,12738.47,652.36,0.0,0.0,1243.45,759.57,185.32
2078-04-05,265.4,211.63,326.83,0.01,245.0,86.58,13418.07,686.09,0.0,0.0,1196.89,947.3,169.56
2078-04-06,229.31,193.74,394.35,0.01,245.0,87.18,13730.59,708.91,0.0,0.0,1126.94,807.23,153.19
2078-04-07,325.48,180.21,307.98,0.01,245.0,86.46,13898.19,722.0,0.0,0.0,1190.54,836.72,153.5
2078-04-08,308.42,197.05,304.93,0.01,245.0,84.38,12573.12,673.91,0.0,0.0,1282.34,825.64,165.36
2078-04-09,276.55,217.57,271.31,0.01,245.0,87.46,14095.12,765.91,0.0,0.0,1204.68,725.16,200.94
2078-04-10,273.82,214.87,271.65,0.01,245.0,85.13,14505.32,772.91,0.0,0.0,1266.91,956.59,208.01
2078-04-11,201.31,199.18,314.67,0.01,260.0,83.48,14609.48,797.73,0.0,0.0,1325.99,969.66,168.35
2078-04-12,271.15,220.35,253.06,0.01,260.0,84.86,13800.78,756.27,0.0,0.0,1368.03,907.69,220.41
2078-04-13,273.99,167.74,285.93,0.01,260.0,87.29,15535.7,775.09,0.0,0.0,1277.31,922.87,188.7
2078-04-14,238.82,164.61,272.09,0.01,260.0,86.22,14576.72,764.18,0.0,0.0,1362.67,965.0,202.07
2078-04-15,244.91,181.19,349.62,0.01,260.0,84.43,14036.64,746.18,0.0,0.0,1326.65,760.44,232.01
2078-04-16,403.28,212.0,357.27,0.01,260.0,84.3,14707.37,799.55,0.0,0.0,1102.28,870.56,216.59
2078-04-17,604.75,336.52,502.51,0.01,260.0,84.22,15854.6,818.18,0.0,0.0,1295.6,1049.79,196.73
2078-04-18,411.71,406.53,361.9,0.01,260.0,87.24,16599.95,898.64,0.0,0.0,1565.66,834.3,191.24
2078-04-19,443.03,287.48,363.09,0.01,260.0,84.82,16871.63,918.36,0.0,0.0,1370.34,1145.5,157.54
2078-04-20,362.77,233.52,323.24,0.01,260.0,84.67,17358.49,931.09,0.0,0.0,1685.44,905.25,207.07
2078-04-21,285.58,219.58,349.25,0.01,139.0,85.22,19258.68,1047.82,0.0,0.0,1797.83,1168.27,224.11
2078-04-22,315.45,180.05,388.61,0.01,139.0,83.91,16717.48,890.36,0.0,0.0,1776.59,1134.77,212.19
2078-04-23,329.91,205.48,401.49,0.01,139.0,83.01,16712.93,906.55,0.0,0.0,1558.93,997.34,228.8
2078-04-24,517.3,214.62,317.12,0.01,139.0,82.83,16844.49,883.09,0.0,0.0,1656.1,1157.54,226.64
2078-04-25,426.75,252.14,394.63,0.01,139.0,82.87,16290.76,878.36,0.0,0.0,1524.03,998.17,218.61
2078-04-26,512.59,203.15,415.82,0.01,139.0,82.76,15783.21,849.64,0.0,0.0,1466.3,978.0,208.44
2078-04-27,452.38,221.7,373.44,0.01,139.0,83.65,16636.28,902.09,0.0,0.0,1441.85,1060.21,223.76
2078-04-28,378.29,265.96,425.97,0.01,139.0,82.57,18074.67,986.55,0.0,0.0,1486.39,1123.31,229.89
2078-04-29,718.66,242.16,382.21,0.01,139.0,83.37,16547.77,912.45,0.0,0.0,1563.65,1021.47,208.51
2078-04-30,710.35,265.43,383.46,0.01,233.0,82.15,13917.29,747.18,0.0,0.0,1652.63,1146.8,265.18
2078-05-01,660.89,241.78,317.17,0.01,233.0,82.42,11424.34,647.45,0.0,0.0,1529.6,1136.25,230.43
2078-05-02,443.3,231.49,400.83,0.01,233.0,79.34,14598.26,830.91,0.0,0.0,1364.36,1054.27,217.1
2078-05-03,819.99,249.61,389.64,0.01,233.0,83.47,18939.86,1074.91,0.0,0.0,1434.71,971.95,222.59
2078-05-04,335.82,233.22,388.55,0.01,233.0,82.43,21165.63,1195.91,0.0,0.0,1752.95,1030.08,227.09
2078-05-05,631.32,324.35,523.29,0.01,233.0,83.16,23956.92,1360.27,0.0,0.0,2011.64,1166.16,259.96
2078-05-06,786.88,258.43,476.12,0.01,233.0,76.93,24766.15,1417.36,0.0,0.0,1976.06,1473.47,276.79
2078-05-07,441.39,272.67,681.89,0.01,233.0,84.06,25643.92,1487.91,0.0,0.0,1897.05,1485.95,282.27
2078-05-08,473.37,265.3,501.96,0.01,233.0,80.3,26149.64,1518.82,0.0,0.0,2530.05,1270.09,304.55
